T[K]	Re[\chi]	Im[\chi]
 290.25900	  12.87772	  -0.48601
 290.25100	  12.87225	  -0.46860
 290.23700	  12.87767	  -0.47786
 290.21900	  12.87775	  -0.47931
 290.20100	  12.87591	  -0.46865
 290.18200	  12.87445	  -0.48720
 290.16200	  12.87206	  -0.49199
 290.14000	  12.87575	  -0.47677
 290.11700	  12.87822	  -0.47807
 290.09300	  12.88031	  -0.46201
 290.06700	  12.87222	  -0.47441
 290.04000	  12.86701	  -0.47059
 290.01200	  12.87789	  -0.47077
 289.98200	  12.88127	  -0.47210
 289.95100	  12.88817	  -0.47635
 289.91900	  12.88239	  -0.48159
 289.88600	  12.87686	  -0.46620
 289.85100	  12.88241	  -0.47652
 289.81500	  12.88748	  -0.45978
 289.77700	  12.87992	  -0.47206
 289.73700	  12.88384	  -0.47473
 289.69600	  12.88509	  -0.47650
 289.65400	  12.87602	  -0.47115
 289.61100	  12.87680	  -0.48606
 289.56500	  12.87939	  -0.47912
 289.51800	  12.89076	  -0.46981
 289.47000	  12.88275	  -0.46918
 289.42100	  12.88605	  -0.47887
 289.36900	  12.87839	  -0.47878
 289.31600	  12.88517	  -0.48361
 289.26100	  12.88997	  -0.47879
 289.20500	  12.88776	  -0.47304
 289.14800	  12.88303	  -0.47655
 289.08900	  12.87564	  -0.47129
 289.02800	  12.87656	  -0.47218
 288.96600	  12.88001	  -0.46902
 288.90200	  12.88547	  -0.47559
 288.83600	  12.88621	  -0.47658
 288.76900	  12.87951	  -0.48189
 288.70000	  12.88510	  -0.47579
 288.62900	  12.88566	  -0.47129
 288.55700	  12.87771	  -0.47557
 288.48200	  12.86716	  -0.47585
 288.40600	  12.88371	  -0.46863
 288.32900	  12.88400	  -0.47073
 288.24900	  12.90018	  -0.48267
 288.16800	  12.89241	  -0.47761
 288.08400	  12.89503	  -0.47186
 288.00000	  12.89806	  -0.47776
 287.91300	  12.88419	  -0.48340
 287.82500	  12.87892	  -0.47667
 287.73400	  12.89163	  -0.47490
 287.64200	  12.88651	  -0.46920
 287.54700	  12.88998	  -0.46606
 287.45200	  12.89214	  -0.47633
 287.35400	  12.89998	  -0.48034
 287.25500	  12.89565	  -0.47928
 287.15400	  12.88406	  -0.48571
 287.05100	  12.89533	  -0.48503
 286.94700	  12.88116	  -0.47476
 286.84100	  12.88363	  -0.47953
 286.73300	  12.88502	  -0.48392
 286.62400	  12.88782	  -0.47861
 286.51200	  12.88709	  -0.47414
 286.39900	  12.88410	  -0.46711
 286.28400	  12.88206	  -0.47897
 286.16800	  12.89230	  -0.47677
 286.05000	  12.90426	  -0.48155
 285.93100	  12.89736	  -0.48213
 285.81000	  12.89742	  -0.48675
 285.68800	  12.89344	  -0.48392
 285.56300	  12.89178	  -0.47433
 285.43200	  12.89654	  -0.47570
 285.29800	  12.89901	  -0.48028
 285.16300	  12.89686	  -0.47809
 285.02700	  12.89931	  -0.48492
 284.88800	  12.90238	  -0.47757
 284.74400	  12.89713	  -0.48014
 284.60400	  12.89961	  -0.48447
 284.46500	  12.90641	  -0.47958
 284.32300	  12.88600	  -0.48932
 284.18100	  12.89309	  -0.48196
 284.03700	  12.89268	  -0.48121
 283.89100	  12.88814	  -0.47157
 283.74300	  12.90233	  -0.47579
 283.59400	  12.89896	  -0.48233
 283.44300	  12.88927	  -0.48078
 283.29000	  12.89479	  -0.48001
 283.13500	  12.89281	  -0.48307
 282.97900	  12.89303	  -0.48155
 282.82000	  12.89809	  -0.47990
 282.66100	  12.91165	  -0.47107
 282.49900	  12.90125	  -0.47947
 282.33600	  12.89855	  -0.48041
 282.17100	  12.90072	  -0.48853
 282.00500	  12.90209	  -0.48263
 281.83700	  12.90500	  -0.48389
 281.66800	  12.90671	  -0.48395
 281.49700	  12.90625	  -0.47985
 281.32500	  12.89496	  -0.48301
 281.15100	  12.90315	  -0.47947
 280.97500	  12.91116	  -0.47782
 280.79900	  12.90188	  -0.47537
 280.62100	  12.90243	  -0.47979
 280.44100	  12.90914	  -0.48450
 280.26000	  12.91124	  -0.47569
 280.07900	  12.90546	  -0.48509
 279.89600	  12.90327	  -0.48590
 279.71200	  12.90515	  -0.49417
 279.52600	  12.90729	  -0.48583
 279.34000	  12.90704	  -0.47538
 279.15200	  12.90201	  -0.47798
 278.96300	  12.90121	  -0.49044
 278.77200	  12.90672	  -0.48504
 278.58000	  12.91109	  -0.48298
 278.38600	  12.91147	  -0.47714
 278.19300	  12.91566	  -0.47309
 277.99800	  12.91001	  -0.47647
 277.80200	  12.90705	  -0.48050
 277.60500	  12.90433	  -0.48398
 277.40800	  12.90910	  -0.47634
 277.21000	  12.89823	  -0.48609
 277.01100	  12.91281	  -0.47698
 276.81100	  12.90146	  -0.47681
 276.61100	  12.89600	  -0.47989
 276.41000	  12.89369	  -0.48847
 276.20900	  12.89754	  -0.47708
 276.00700	  12.90853	  -0.47935
 275.80400	  12.91110	  -0.47652
 275.60100	  12.90465	  -0.47811
 275.39700	  12.91043	  -0.48094
 275.19200	  12.90267	  -0.47142
 274.98700	  12.89645	  -0.48263
 274.78200	  12.89730	  -0.49411
 274.57600	  12.90050	  -0.48542
 274.37000	  12.90566	  -0.48109
 274.16300	  12.90270	  -0.48068
 273.95500	  12.91296	  -0.46920
 273.74700	  12.91137	  -0.46647
 273.53900	  12.91321	  -0.47512
 273.33100	  12.91071	  -0.49236
 273.12100	  12.90605	  -0.47416
 272.91200	  12.89644	  -0.47084
 272.70200	  12.90928	  -0.47635
 272.49100	  12.90237	  -0.48852
 272.28100	  12.90732	  -0.47777
 272.07000	  12.90683	  -0.48146
 271.85800	  12.90446	  -0.48520
 271.64700	  12.89573	  -0.48606
 271.43400	  12.90595	  -0.48131
 271.22200	  12.89618	  -0.48484
 271.01000	  12.89661	  -0.47991
 270.79700	  12.90185	  -0.47003
 270.58300	  12.90781	  -0.47523
 270.37000	  12.89743	  -0.48555
 270.15600	  12.90127	  -0.47946
 269.94200	  12.90185	  -0.47663
 269.72800	  12.89981	  -0.48283
 269.51300	  12.90565	  -0.47307
 269.29900	  12.90112	  -0.47253
 269.08400	  12.89640	  -0.48822
 268.86900	  12.90221	  -0.47910
 268.65400	  12.89897	  -0.48352
 268.43800	  12.90216	  -0.47781
 268.22300	  12.89474	  -0.47457
 268.00600	  12.90053	  -0.47901
 267.79100	  12.90935	  -0.47778
 267.57400	  12.90996	  -0.47646
 267.35800	  12.90168	  -0.47865
 267.14200	  12.89540	  -0.46732
 266.92500	  12.90010	  -0.47875
 266.71000	  12.91136	  -0.47846
 266.49200	  12.89656	  -0.48937
 266.27600	  12.90122	  -0.48313
 266.05900	  12.89578	  -0.48170
 265.84200	  12.90155	  -0.47317
 265.62500	  12.91211	  -0.47681
 265.40800	  12.91041	  -0.47708
 265.19100	  12.89191	  -0.47451
 264.97400	  12.90086	  -0.48473
 264.75700	  12.89635	  -0.48090
 264.54000	  12.90789	  -0.47512
 264.32200	  12.89379	  -0.48343
 264.10500	  12.89490	  -0.48377
 263.88700	  12.89788	  -0.47557
 263.67000	  12.89925	  -0.48628
 263.45200	  12.90472	  -0.47819
 263.23500	  12.90360	  -0.47885
 263.01800	  12.90574	  -0.47714
 262.80000	  12.89883	  -0.48352
 262.58300	  12.90517	  -0.48477
 262.36500	  12.90330	  -0.48508
 262.14800	  12.89543	  -0.47532
 261.93000	  12.90122	  -0.48824
 261.71300	  12.89565	  -0.47824
 261.49600	  12.89160	  -0.47405
 261.27800	  12.90030	  -0.48113
 261.06100	  12.89803	  -0.47755
 260.84300	  12.89815	  -0.48530
 260.62300	  12.89779	  -0.48458
 260.40300	  12.90356	  -0.47525
 260.18400	  12.89823	  -0.48446
 259.96500	  12.88726	  -0.47781
 259.74300	  12.89382	  -0.47612
 259.51400	  12.90367	  -0.47192
 259.28500	  12.89547	  -0.47487
 259.05900	  12.89780	  -0.47623
 258.83300	  12.89747	  -0.48446
 258.60600	  12.90854	  -0.48423
 258.38000	  12.89117	  -0.47600
 258.15500	  12.90040	  -0.49181
 257.92900	  12.90197	  -0.48025
 257.70500	  12.89365	  -0.48746
 257.48000	  12.89566	  -0.48322
 257.25600	  12.89476	  -0.47531
 257.03100	  12.89570	  -0.47948
 256.80700	  12.90161	  -0.48486
 256.58200	  12.89508	  -0.47576
 256.35700	  12.89093	  -0.48040
 256.13300	  12.90111	  -0.47695
 255.90800	  12.89696	  -0.48605
 255.68300	  12.89266	  -0.49421
 255.45800	  12.89101	  -0.48737
 255.23200	  12.88801	  -0.48142
 255.00700	  12.89939	  -0.48789
 254.78200	  12.89521	  -0.47385
 254.55700	  12.88619	  -0.47317
 254.33100	  12.89114	  -0.47764
 254.10600	  12.89547	  -0.48776
 253.88100	  12.89940	  -0.48752
 253.65700	  12.89568	  -0.47793
 253.43300	  12.89267	  -0.47753
 253.20800	  12.89646	  -0.48198
 252.98400	  12.89252	  -0.49267
 252.76000	  12.89197	  -0.47833
 252.53600	  12.91326	  -0.47770
 252.31200	  12.89690	  -0.48547
 252.08800	  12.88806	  -0.48239
 251.86500	  12.89113	  -0.49065
 251.64200	  12.88772	  -0.48789
 251.41800	  12.88878	  -0.48263
 251.19500	  12.88314	  -0.47456
 250.97100	  12.88865	  -0.48184
 250.74900	  12.88908	  -0.48090
 250.52600	  12.89845	  -0.47596
 250.30300	  12.88641	  -0.47951
 250.08100	  12.88627	  -0.48760
 249.85900	  12.89150	  -0.48177
 249.63700	  12.89578	  -0.49076
 249.41500	  12.88959	  -0.48211
 249.19400	  12.90145	  -0.48181
 248.97300	  12.88463	  -0.47715
 248.75200	  12.88212	  -0.48794
 248.53200	  12.87916	  -0.48422
 248.31200	  12.88327	  -0.47632
 248.09200	  12.87946	  -0.47598
 247.87200	  12.88495	  -0.48244
 247.65300	  12.88481	  -0.48272
 247.43400	  12.88876	  -0.47566
 247.21500	  12.89163	  -0.47205
 246.99700	  12.88473	  -0.47514
 246.77900	  12.88638	  -0.48029
 246.56000	  12.88580	  -0.48642
 246.34400	  12.89471	  -0.48827
 246.12600	  12.89517	  -0.49030
 245.90900	  12.88411	  -0.48263
 245.69300	  12.88031	  -0.48659
 245.47700	  12.88235	  -0.48369
 245.26100	  12.88900	  -0.48359
 245.04600	  12.88018	  -0.47341
 244.83100	  12.88312	  -0.48002
 244.61600	  12.88323	  -0.47197
 244.40200	  12.89324	  -0.48663
 244.18800	  12.88055	  -0.48497
 243.97400	  12.88230	  -0.47729
 243.75900	  12.87193	  -0.48853
 243.54300	  12.88265	  -0.47452
 243.32900	  12.88705	  -0.48210
 243.11500	  12.88299	  -0.46914
 242.90000	  12.87934	  -0.47528
 242.68700	  12.88632	  -0.48888
 242.47400	  12.88696	  -0.48349
 242.26000	  12.87958	  -0.48467
 242.04800	  12.88261	  -0.48944
 241.83600	  12.88071	  -0.49796
 241.62400	  12.87938	  -0.48212
 241.41300	  12.88301	  -0.48193
 241.20100	  12.87991	  -0.47623
 240.99000	  12.88141	  -0.48054
 240.78000	  12.88653	  -0.47385
 240.57000	  12.87809	  -0.48348
 240.36000	  12.87074	  -0.47933
 240.15000	  12.87235	  -0.48469
 239.94100	  12.88423	  -0.48084
 239.73200	  12.87235	  -0.48338
 239.52300	  12.87712	  -0.47306
 239.31500	  12.88060	  -0.48103
 239.10700	  12.87524	  -0.47986
 238.90000	  12.86577	  -0.48647
 238.69300	  12.87122	  -0.47710
 238.48600	  12.87756	  -0.47611
 238.28000	  12.86540	  -0.47527
 238.07400	  12.86846	  -0.47553
 237.86800	  12.88156	  -0.49136
 237.66300	  12.86611	  -0.48115
 237.45800	  12.86415	  -0.46801
 237.25300	  12.87002	  -0.47477
 237.04900	  12.86514	  -0.47868
 236.84400	  12.88317	  -0.48152
 236.64100	  12.87349	  -0.47622
 236.43800	  12.86696	  -0.47860
 236.23500	  12.87084	  -0.48619
 236.03200	  12.86708	  -0.48787
 235.82900	  12.85836	  -0.47865
 235.62600	  12.85844	  -0.48416
 235.42500	  12.87180	  -0.48138
 235.22300	  12.86584	  -0.48192
 235.02200	  12.86881	  -0.47833
 234.82100	  12.85914	  -0.46897
 234.62000	  12.87065	  -0.48085
 234.42000	  12.86133	  -0.47605
 234.22000	  12.85787	  -0.47971
 234.02000	  12.86680	  -0.48290
 233.82100	  12.86107	  -0.46699
 233.62200	  12.86065	  -0.47463
 233.42300	  12.85643	  -0.47761
 233.22500	  12.85658	  -0.47692
 233.02600	  12.85351	  -0.47821
 232.82800	  12.86224	  -0.47791
 232.63100	  12.85748	  -0.49699
 232.43300	  12.85038	  -0.48663
 232.23600	  12.85094	  -0.48816
 232.03900	  12.85885	  -0.48157
 231.84300	  12.85568	  -0.48888
 231.64700	  12.85785	  -0.49185
 231.45200	  12.85233	  -0.48243
 231.25600	  12.85093	  -0.48004
 231.06000	  12.85393	  -0.47716
 230.86600	  12.85876	  -0.48178
 230.67100	  12.84870	  -0.48662
 230.47700	  12.85414	  -0.47695
 230.28300	  12.86707	  -0.47686
 230.08900	  12.84632	  -0.47571
 229.89600	  12.85492	  -0.48457
 229.70200	  12.84573	  -0.47981
 229.50900	  12.83716	  -0.48418
 229.31700	  12.86136	  -0.47292
 229.12500	  12.84384	  -0.48064
 228.93300	  12.84935	  -0.48250
 228.74200	  12.84192	  -0.48024
 228.55000	  12.85177	  -0.48317
 228.35900	  12.84414	  -0.48600
 228.16900	  12.84874	  -0.47384
 227.97900	  12.85252	  -0.47397
 227.78700	  12.84970	  -0.48399
 227.59400	  12.84667	  -0.46777
 227.40300	  12.84436	  -0.47431
 227.21200	  12.84004	  -0.48859
 227.02100	  12.84947	  -0.48548
 226.83000	  12.84899	  -0.49630
 226.63900	  12.85853	  -0.48368
 226.44900	  12.86407	  -0.48283
 226.26000	  12.85016	  -0.48249
 226.07000	  12.84158	  -0.48203
 225.88100	  12.84762	  -0.47483
 225.69200	  12.85832	  -0.47068
 225.50300	  12.84087	  -0.47492
 225.31600	  12.83977	  -0.47570
 225.12700	  12.85140	  -0.48178
 224.93900	  12.85140	  -0.48912
 224.75200	  12.84770	  -0.47584
 224.56500	  12.84799	  -0.47710
 224.37700	  12.84226	  -0.47526
 224.19100	  12.84484	  -0.48264
 224.00400	  12.83868	  -0.48266
 223.81800	  12.84702	  -0.47447
 223.63300	  12.83558	  -0.48080
 223.44700	  12.84184	  -0.47740
 223.26200	  12.84271	  -0.47808
 223.07700	  12.84451	  -0.48421
 222.89300	  12.84444	  -0.47641
 222.70900	  12.83240	  -0.47552
 222.52500	  12.84033	  -0.47565
 222.34100	  12.84653	  -0.48638
 222.15700	  12.84315	  -0.47515
 221.97300	  12.84211	  -0.46706
 221.79100	  12.83084	  -0.48102
 221.60800	  12.82528	  -0.48441
 221.42600	  12.83141	  -0.48012
 221.24400	  12.84089	  -0.46829
 221.06200	  12.84267	  -0.47514
 220.88100	  12.84327	  -0.47674
 220.70000	  12.83925	  -0.47383
 220.51900	  12.83525	  -0.46498
 220.33900	  12.83228	  -0.47363
 220.15800	  12.83460	  -0.48298
 219.97800	  12.82586	  -0.48172
 219.79800	  12.83622	  -0.47566
 219.61900	  12.82336	  -0.48124
 219.44000	  12.81927	  -0.47816
 219.26200	  12.83128	  -0.47880
 219.08300	  12.84023	  -0.47464
 218.90500	  12.82855	  -0.47101
 218.72700	  12.83440	  -0.47214
 218.55000	  12.82885	  -0.48387
 218.37200	  12.83625	  -0.48021
 218.19500	  12.82875	  -0.47979
 218.01800	  12.82540	  -0.47254
 217.84200	  12.83669	  -0.48162
 217.66500	  12.83065	  -0.48535
 217.48900	  12.83048	  -0.49268
 217.31400	  12.83823	  -0.48694
 217.13900	  12.83615	  -0.47632
 216.96400	  12.82394	  -0.47594
 216.78900	  12.83165	  -0.48201
 216.61400	  12.82458	  -0.46356
 216.44000	  12.82749	  -0.47334
 216.26700	  12.82438	  -0.47606
 216.09300	  12.82505	  -0.48018
 215.91900	  12.83281	  -0.47186
 215.74700	  12.81960	  -0.48189
 215.57400	  12.82638	  -0.48059
 215.40100	  12.83289	  -0.47829
 215.22900	  12.84064	  -0.47227
 215.05700	  12.83441	  -0.48572
 214.88600	  12.83012	  -0.47783
 214.71400	  12.83212	  -0.48017
 214.54400	  12.82703	  -0.47952
 214.37300	  12.83354	  -0.48394
 214.20200	  12.81932	  -0.48592
 214.03300	  12.82492	  -0.48890
 213.86200	  12.82265	  -0.48305
 213.69300	  12.82722	  -0.47901
 213.52300	  12.82764	  -0.48334
 213.35500	  12.81703	  -0.47595
 213.18600	  12.82719	  -0.49140
 213.01700	  12.81979	  -0.47977
 212.84700	  12.81619	  -0.48240
 212.67800	  12.81467	  -0.47428
 212.50800	  12.81942	  -0.47819
 212.33900	  12.81276	  -0.47536
 212.17000	  12.80934	  -0.47157
 212.00100	  12.81776	  -0.47783
 211.83400	  12.82235	  -0.47915
 211.66700	  12.82660	  -0.48045
 211.50000	  12.82565	  -0.48073
 211.33200	  12.82666	  -0.48397
 211.16500	  12.82227	  -0.47742
 210.99800	  12.81875	  -0.47684
 210.83200	  12.82091	  -0.48309
 210.66500	  12.82136	  -0.47746
 210.49900	  12.81181	  -0.47533
 210.33300	  12.81900	  -0.47290
 210.16800	  12.81380	  -0.47940
 210.00300	  12.81148	  -0.47407
 209.83700	  12.81649	  -0.47000
 209.67300	  12.81476	  -0.48783
 209.50800	  12.81502	  -0.48491
 209.34400	  12.82118	  -0.48608
 209.18000	  12.81809	  -0.47789
 209.01600	  12.80143	  -0.47631
 208.85300	  12.80748	  -0.47544
 208.69000	  12.80799	  -0.48032
 208.52700	  12.80959	  -0.48200
 208.36400	  12.80988	  -0.48288
 208.20200	  12.81321	  -0.47267
 208.03900	  12.81025	  -0.47218
 207.87700	  12.80203	  -0.48690
 207.71600	  12.79714	  -0.49110
 207.55400	  12.79902	  -0.48004
 207.39300	  12.80849	  -0.48611
 207.23200	  12.80198	  -0.47904
 207.07100	  12.81397	  -0.47897
 206.91100	  12.80368	  -0.47809
 206.75000	  12.81256	  -0.47467
 206.59100	  12.80274	  -0.47347
 206.43100	  12.81359	  -0.47837
 206.27200	  12.81509	  -0.49178
 206.11300	  12.81692	  -0.48066
 205.95400	  12.80877	  -0.48251
 205.79600	  12.80838	  -0.46905
 205.63700	  12.80881	  -0.47811
 205.47900	  12.80260	  -0.48068
 205.32200	  12.80202	  -0.48355
 205.16500	  12.79869	  -0.48374
 205.00700	  12.80114	  -0.48123
 204.85000	  12.81049	  -0.47649
 204.69400	  12.80089	  -0.47958
 204.53700	  12.79743	  -0.47054
 204.38100	  12.79044	  -0.46473
 204.22500	  12.80016	  -0.47516
 204.07000	  12.80358	  -0.47359
 203.91500	  12.80289	  -0.47516
 203.76000	  12.79268	  -0.47494
 203.60500	  12.80151	  -0.47770
 203.45100	  12.81262	  -0.48303
 203.29600	  12.80367	  -0.48780
 203.14300	  12.79716	  -0.48330
 202.98900	  12.79944	  -0.48782
 202.83600	  12.79364	  -0.47718
 202.68300	  12.79142	  -0.47951
 202.53100	  12.80357	  -0.47447
 202.37800	  12.80348	  -0.48712
 202.22500	  12.80255	  -0.47441
 202.07400	  12.79606	  -0.47448
 201.92200	  12.81466	  -0.48522
 201.77000	  12.80724	  -0.47400
 201.61900	  12.79377	  -0.48225
 201.46800	  12.80971	  -0.47659
 201.31700	  12.81403	  -0.47026
 201.16700	  12.79970	  -0.47136
 201.01700	  12.80574	  -0.46745
 200.86700	  12.80864	  -0.46810
 200.71800	  12.80469	  -0.47856
 200.56800	  12.80202	  -0.47620
 200.41900	  12.80088	  -0.47146
 200.27000	  12.80597	  -0.47676
 200.12100	  12.80787	  -0.47837
 199.97300	  12.79695	  -0.47595
 199.82500	  12.79826	  -0.48029
 199.67700	  12.80762	  -0.47649
 199.53000	  12.79050	  -0.47966
 199.38200	  12.80164	  -0.48780
 199.23500	  12.80460	  -0.47926
 199.08900	  12.80816	  -0.47533
 198.94200	  12.79740	  -0.47720
 198.79600	  12.79890	  -0.47582
 198.65000	  12.79875	  -0.47796
 198.50400	  12.80041	  -0.48213
 198.35700	  12.80020	  -0.46894
 198.21000	  12.80690	  -0.47358
 198.06300	  12.79793	  -0.47813
 197.91600	  12.80253	  -0.47149
 197.77000	  12.79712	  -0.47265
 197.62400	  12.79758	  -0.47093
 197.47800	  12.79070	  -0.47678
 197.33200	  12.78377	  -0.47786
 197.18700	  12.79472	  -0.47385
 197.04300	  12.79412	  -0.47213
 196.89800	  12.79170	  -0.47146
 196.75300	  12.79573	  -0.47639
 196.60900	  12.78839	  -0.48466
 196.46400	  12.79309	  -0.46898
 196.32000	  12.78665	  -0.47587
 196.17600	  12.78440	  -0.46879
 196.03300	  12.80469	  -0.47739
 195.89000	  12.79055	  -0.46720
 195.74700	  12.78990	  -0.46743
 195.60500	  12.79586	  -0.48026
 195.46300	  12.79430	  -0.48021
 195.32000	  12.77902	  -0.46984
 195.17900	  12.78754	  -0.47164
 195.03700	  12.79916	  -0.47187
 194.89600	  12.80034	  -0.47545
 194.75400	  12.79345	  -0.47051
 194.61300	  12.78645	  -0.47309
 194.47300	  12.78467	  -0.48439
 194.33300	  12.78584	  -0.48242
 194.19200	  12.79370	  -0.47357
 194.05200	  12.79930	  -0.47082
 193.91200	  12.79826	  -0.46770
 193.77300	  12.79036	  -0.45482
 193.63400	  12.78649	  -0.47464
 193.49500	  12.79428	  -0.48015
 193.35600	  12.79724	  -0.47980
 193.21700	  12.79051	  -0.47166
 193.07900	  12.79924	  -0.47095
 192.94100	  12.79914	  -0.47835
 192.80300	  12.78760	  -0.47709
 192.66500	  12.78596	  -0.47260
 192.52600	  12.78807	  -0.48071
 192.38800	  12.79473	  -0.47061
 192.25000	  12.80150	  -0.46429
 192.11300	  12.79257	  -0.47562
 191.97500	  12.79148	  -0.47021
 191.83800	  12.78776	  -0.47001
 191.70200	  12.79632	  -0.47419
 191.56600	  12.78589	  -0.47408
 191.43000	  12.79065	  -0.46663
 191.29400	  12.79081	  -0.47315
 191.15900	  12.78077	  -0.47195
 191.02400	  12.79534	  -0.48181
 190.89000	  12.80106	  -0.47885
 190.75500	  12.79941	  -0.47879
 190.62000	  12.78509	  -0.47450
 190.48600	  12.79801	  -0.47727
 190.35100	  12.79416	  -0.47675
 190.21700	  12.78660	  -0.46788
 190.08500	  12.79248	  -0.47615
 189.95100	  12.79338	  -0.47765
 189.81800	  12.78897	  -0.47741
 189.68600	  12.78864	  -0.48220
 189.55300	  12.79486	  -0.46857
 189.42100	  12.78983	  -0.47661
 189.28900	  12.79633	  -0.46525
 189.15700	  12.79006	  -0.47332
 189.02600	  12.78928	  -0.47529
 188.89500	  12.79148	  -0.47363
 188.76300	  12.78932	  -0.46083
 188.63300	  12.78882	  -0.47095
 188.50300	  12.79397	  -0.46734
 188.37200	  12.80056	  -0.48193
 188.24100	  12.79988	  -0.48048
 188.11200	  12.79247	  -0.47240
 187.98200	  12.79075	  -0.48163
 187.85200	  12.78740	  -0.47445
 187.72300	  12.79658	  -0.46919
 187.59400	  12.78190	  -0.47150
 187.46500	  12.78443	  -0.47899
 187.33600	  12.78647	  -0.48503
 187.20800	  12.78321	  -0.47861
 187.08000	  12.78949	  -0.48275
 186.95200	  12.78766	  -0.48204
 186.82400	  12.78615	  -0.47382
 186.69600	  12.78998	  -0.49195
 186.56800	  12.79292	  -0.47483
 186.44200	  12.79493	  -0.46501
 186.31500	  12.79765	  -0.47314
 186.18900	  12.79689	  -0.46598
 186.06200	  12.79467	  -0.46935
 185.93600	  12.79004	  -0.47487
 185.81000	  12.77738	  -0.46874
 185.68400	  12.78346	  -0.47790
 185.55800	  12.79156	  -0.47656
 185.43300	  12.78324	  -0.46482
 185.30800	  12.78086	  -0.46151
 185.18300	  12.78152	  -0.47278
 185.05800	  12.77325	  -0.47194
 184.93400	  12.78202	  -0.47955
 184.80900	  12.78624	  -0.47714
 184.68500	  12.79041	  -0.46902
 184.56100	  12.78452	  -0.47974
 184.43700	  12.78996	  -0.47385
 184.31200	  12.79162	  -0.47563
 184.18700	  12.78561	  -0.48310
 184.06200	  12.78088	  -0.49116
 183.93700	  12.77830	  -0.47672
 183.81300	  12.78777	  -0.48359
 183.68900	  12.79455	  -0.47823
 183.56500	  12.79593	  -0.47375
 183.44100	  12.79435	  -0.47539
 183.31800	  12.78657	  -0.48174
 183.19500	  12.78141	  -0.48004
 183.07100	  12.79563	  -0.48600
 182.94800	  12.79993	  -0.47213
 182.82600	  12.79053	  -0.47875
 182.70300	  12.78735	  -0.46567
 182.58000	  12.78963	  -0.46510
 182.45900	  12.79065	  -0.47329
 182.33400	  12.78973	  -0.48023
 182.20800	  12.79175	  -0.46832
 182.08300	  12.79197	  -0.47002
 181.95800	  12.78525	  -0.47408
 181.83400	  12.78770	  -0.47792
 181.71100	  12.78536	  -0.46837
 181.58800	  12.78205	  -0.47868
 181.46500	  12.79527	  -0.47446
 181.34400	  12.78851	  -0.48091
 181.22200	  12.78375	  -0.48423
 181.10200	  12.78812	  -0.48071
 180.98100	  12.78593	  -0.46273
 180.86000	  12.78450	  -0.46966
 180.74100	  12.79176	  -0.47650
 180.62100	  12.78150	  -0.48462
 180.50200	  12.78534	  -0.48230
 180.38200	  12.79498	  -0.47631
 180.26300	  12.79000	  -0.46919
 180.14400	  12.79148	  -0.47147
 180.02600	  12.78752	  -0.46479
 179.90800	  12.78345	  -0.47736
 179.79000	  12.78231	  -0.47922
 179.67200	  12.77045	  -0.47342
 179.55500	  12.78610	  -0.47760
 179.43700	  12.78649	  -0.47618
 179.32000	  12.78149	  -0.47319
 179.20400	  12.77731	  -0.46993
 179.08700	  12.78554	  -0.46769
 178.97000	  12.78566	  -0.46937
 178.85400	  12.78326	  -0.47140
 178.73700	  12.79321	  -0.47174
 178.62200	  12.78932	  -0.46506
 178.50600	  12.79073	  -0.46370
 178.39000	  12.78038	  -0.47800
 178.27500	  12.78092	  -0.46807
 178.15900	  12.78000	  -0.46859
 178.04500	  12.78779	  -0.46719
 177.93000	  12.78302	  -0.46895
 177.81600	  12.78117	  -0.48086
 177.70100	  12.78446	  -0.48112
 177.58700	  12.78081	  -0.46602
 177.47300	  12.78344	  -0.46993
 177.35900	  12.78935	  -0.48608
 177.24500	  12.79105	  -0.48508
 177.13200	  12.77901	  -0.46165
 177.01800	  12.77731	  -0.46859
 176.90500	  12.78014	  -0.47480
 176.79200	  12.77992	  -0.46687
 176.68000	  12.78590	  -0.47100
 176.56700	  12.78329	  -0.47061
 176.45500	  12.77853	  -0.47036
 176.34300	  12.79301	  -0.47267
 176.23100	  12.79123	  -0.47145
 176.11900	  12.79332	  -0.47664
 176.00800	  12.77920	  -0.47973
 175.89700	  12.78055	  -0.47954
 175.78500	  12.78436	  -0.47359
 175.67400	  12.77754	  -0.47110
 175.56300	  12.78219	  -0.47357
 175.45300	  12.78290	  -0.47453
 175.34200	  12.78220	  -0.47675
 175.23200	  12.78044	  -0.46876
 175.12200	  12.77933	  -0.46701
 175.01200	  12.78486	  -0.47554
 174.90200	  12.78578	  -0.47583
 174.79300	  12.78759	  -0.47388
 174.68300	  12.79368	  -0.48037
 174.57400	  12.78466	  -0.47529
 174.46500	  12.78425	  -0.46798
 174.35600	  12.78099	  -0.46784
 174.24700	  12.77958	  -0.47994
 174.13800	  12.78369	  -0.46809
 174.03000	  12.77958	  -0.47100
 173.92200	  12.78382	  -0.47911
 173.81400	  12.78422	  -0.47340
 173.70600	  12.77951	  -0.47341
 173.59800	  12.78378	  -0.46859
 173.49000	  12.78433	  -0.48078
 173.38300	  12.78435	  -0.48018
 173.27500	  12.79227	  -0.47370
 173.16900	  12.78097	  -0.46998
 173.06100	  12.78150	  -0.47338
 172.95500	  12.78090	  -0.47498
 172.84800	  12.78051	  -0.47039
 172.74200	  12.78766	  -0.46368
 172.63600	  12.78555	  -0.47028
