T[K]	Re[\chi]	Im[\chi]
 225.67800	  12.35288	  -0.12180
 225.80000	  12.33448	  -0.12567
 225.92200	  12.33617	  -0.13233
 226.04400	  12.33907	  -0.11812
 226.16600	  12.34161	  -0.12663
 226.28900	  12.33352	  -0.13500
 226.41200	  12.33780	  -0.13228
 226.53500	  12.33431	  -0.12937
 226.65800	  12.34400	  -0.12964
 226.78200	  12.33843	  -0.13161
 226.90500	  12.33288	  -0.12445
 227.02900	  12.33409	  -0.13690
 227.15200	  12.34361	  -0.13306
 227.27600	  12.34711	  -0.13440
 227.40000	  12.34334	  -0.13452
 227.52400	  12.34233	  -0.12979
 227.64800	  12.34548	  -0.13566
 227.77200	  12.34745	  -0.13224
 227.89600	  12.34786	  -0.13405
 228.02000	  12.34352	  -0.14125
 228.14300	  12.34049	  -0.13053
 228.26700	  12.32982	  -0.11778
 228.39100	  12.33928	  -0.12625
 228.51300	  12.33784	  -0.12415
 228.63600	  12.34668	  -0.12580
 228.76000	  12.34270	  -0.12239
 228.88300	  12.34969	  -0.12068
 229.00600	  12.34277	  -0.14207
 229.13000	  12.34356	  -0.13344
 229.25300	  12.34323	  -0.13375
 229.37700	  12.33616	  -0.12909
 229.50100	  12.33764	  -0.13355
 229.62400	  12.34829	  -0.12854
 229.74800	  12.33935	  -0.12669
 229.87200	  12.33876	  -0.13672
 229.99500	  12.34387	  -0.13191
 230.11800	  12.33860	  -0.13729
 230.24200	  12.34495	  -0.13141
 230.36500	  12.34994	  -0.12604
 230.48800	  12.34311	  -0.12199
 230.61200	  12.34936	  -0.13513
 230.73600	  12.35704	  -0.12795
 230.85800	  12.33709	  -0.13219
 230.98200	  12.34632	  -0.12590
 231.10500	  12.34838	  -0.12307
 231.22800	  12.33440	  -0.13806
 231.35200	  12.34260	  -0.12991
 231.47500	  12.34743	  -0.12864
 231.59800	  12.34401	  -0.13480
 231.72100	  12.34370	  -0.12877
 231.84400	  12.34784	  -0.11738
 231.96600	  12.35069	  -0.12915
 232.08900	  12.35434	  -0.13569
 232.21200	  12.35157	  -0.12134
 232.33500	  12.35226	  -0.12346
 232.45700	  12.33878	  -0.13174
 232.57900	  12.34209	  -0.12802
 232.70200	  12.34337	  -0.13231
 232.82400	  12.34424	  -0.12873
 232.94700	  12.34887	  -0.13403
 233.06900	  12.34223	  -0.12839
 233.19000	  12.34627	  -0.12842
 233.31300	  12.34918	  -0.11795
 233.43400	  12.34703	  -0.12969
 233.55600	  12.34741	  -0.12150
 233.67700	  12.35535	  -0.12572
 233.79900	  12.34600	  -0.13122
 233.92000	  12.35304	  -0.12724
 234.04100	  12.34415	  -0.12048
 234.16200	  12.34640	  -0.12970
 234.28300	  12.34694	  -0.13193
 234.40400	  12.34638	  -0.13275
 234.52500	  12.34391	  -0.13594
 234.64500	  12.34802	  -0.13767
 234.76600	  12.34251	  -0.13228
 234.88600	  12.34395	  -0.12965
 235.00600	  12.34141	  -0.12149
 235.12600	  12.34632	  -0.13073
 235.24500	  12.33578	  -0.13976
 235.36500	  12.33648	  -0.13667
 235.48400	  12.34702	  -0.12427
 235.60400	  12.35099	  -0.12495
 235.72300	  12.35847	  -0.13104
 235.84200	  12.35755	  -0.12759
 235.96100	  12.35354	  -0.12973
 236.08000	  12.35233	  -0.13484
 236.19800	  12.35288	  -0.12446
 236.31700	  12.35586	  -0.13013
 236.43500	  12.34862	  -0.13458
 236.55300	  12.35384	  -0.12160
 236.67100	  12.34658	  -0.11624
 236.78900	  12.35322	  -0.11875
 236.90600	  12.35076	  -0.12501
 237.02400	  12.35197	  -0.13027
 237.14100	  12.34947	  -0.12478
 237.25800	  12.35806	  -0.12651
 237.37500	  12.36494	  -0.12775
 237.49200	  12.35248	  -0.13580
 237.60900	  12.33903	  -0.13708
 237.72500	  12.34031	  -0.12411
 237.84100	  12.34408	  -0.12806
 237.95700	  12.35443	  -0.12971
 238.07300	  12.35089	  -0.13523
 238.18900	  12.35627	  -0.12759
 238.30500	  12.35472	  -0.12431
 238.41900	  12.34460	  -0.11802
 238.53500	  12.35220	  -0.12164
 238.64900	  12.35395	  -0.11842
 238.76500	  12.36266	  -0.12394
 238.87900	  12.34715	  -0.12813
 238.99400	  12.35583	  -0.13193
 239.10800	  12.35376	  -0.12664
 239.22200	  12.34783	  -0.13451
 239.33600	  12.35049	  -0.13375
 239.45000	  12.35271	  -0.13672
 239.56300	  12.35462	  -0.13360
 239.67600	  12.35304	  -0.12307
 239.79000	  12.35289	  -0.13226
 239.90300	  12.35608	  -0.13505
 240.01500	  12.35528	  -0.13109
 240.12800	  12.35655	  -0.13121
 240.24000	  12.36096	  -0.12726
 240.35300	  12.35517	  -0.12711
 240.46500	  12.35561	  -0.12446
 240.57600	  12.36590	  -0.12129
 240.68800	  12.36019	  -0.12012
 240.80000	  12.35470	  -0.12948
 240.91100	  12.35637	  -0.12953
 241.02200	  12.35333	  -0.12782
 241.13300	  12.35989	  -0.12860
 241.24400	  12.35654	  -0.13419
 241.35500	  12.35689	  -0.12598
 241.46500	  12.35160	  -0.13423
 241.57500	  12.35330	  -0.13317
 241.68500	  12.36047	  -0.13263
 241.79500	  12.36489	  -0.12074
 241.90400	  12.36258	  -0.12582
 242.01300	  12.36267	  -0.13266
 242.12300	  12.35525	  -0.12817
 242.23200	  12.36143	  -0.12903
 242.34100	  12.35819	  -0.13974
 242.44900	  12.36634	  -0.13401
 242.55800	  12.35287	  -0.12070
 242.66600	  12.35394	  -0.13042
 242.77400	  12.35818	  -0.13294
 242.88200	  12.35867	  -0.13237
 242.99000	  12.35681	  -0.13122
 243.09700	  12.35584	  -0.13799
 243.20400	  12.35862	  -0.12429
 243.31100	  12.35315	  -0.12002
 243.41800	  12.35659	  -0.13400
 243.52500	  12.35913	  -0.12167
 243.63100	  12.35059	  -0.11262
 243.73700	  12.36409	  -0.12849
 243.84300	  12.35529	  -0.12565
 243.94900	  12.35719	  -0.12588
 244.05400	  12.36193	  -0.13019
 244.15800	  12.36234	  -0.13353
 244.26300	  12.35984	  -0.12132
 244.36700	  12.35821	  -0.13064
 244.47100	  12.36349	  -0.12101
 244.57300	  12.35628	  -0.12563
 244.67700	  12.36815	  -0.13332
 244.78000	  12.36985	  -0.12349
 244.88300	  12.35068	  -0.13148
 244.98600	  12.36344	  -0.12757
 245.08800	  12.36225	  -0.12058
 245.19100	  12.36250	  -0.11796
 245.29300	  12.35772	  -0.12524
 245.39500	  12.36046	  -0.13287
 245.49700	  12.36313	  -0.12346
 245.59800	  12.37002	  -0.12431
 245.70000	  12.37110	  -0.12409
 245.80100	  12.36032	  -0.13239
 245.90200	  12.36019	  -0.12735
 246.00300	  12.35779	  -0.12243
 246.10400	  12.35931	  -0.13396
 246.20400	  12.36370	  -0.12643
 246.30400	  12.37576	  -0.12539
 246.40400	  12.36884	  -0.13057
 246.50400	  12.37276	  -0.12651
 246.60400	  12.37823	  -0.12894
 246.70300	  12.36870	  -0.12594
 246.80200	  12.36776	  -0.12539
 246.90100	  12.36736	  -0.12270
 247.00000	  12.37100	  -0.12438
 247.09900	  12.37263	  -0.12666
 247.19700	  12.36891	  -0.13536
 247.29500	  12.36142	  -0.13095
 247.39400	  12.37170	  -0.13183
 247.49200	  12.36333	  -0.13043
 247.58900	  12.36635	  -0.12970
 247.68600	  12.35357	  -0.12453
 247.78300	  12.36530	  -0.11824
 247.88000	  12.36451	  -0.11554
 247.97800	  12.36648	  -0.12094
 248.07400	  12.35669	  -0.13501
 248.17100	  12.35974	  -0.13223
 248.26700	  12.36959	  -0.12018
 248.36300	  12.36844	  -0.12506
 248.45900	  12.37227	  -0.13891
 248.55500	  12.36891	  -0.12594
 248.65000	  12.35643	  -0.13132
 248.74500	  12.36929	  -0.13464
 248.84000	  12.37058	  -0.13016
 248.93500	  12.36343	  -0.13583
 249.02900	  12.36470	  -0.13415
 249.12400	  12.36948	  -0.13503
 249.21800	  12.35931	  -0.12801
 249.31200	  12.36792	  -0.12143
 249.40700	  12.38100	  -0.13172
 249.50100	  12.37013	  -0.12486
 249.59300	  12.37772	  -0.12596
 249.68700	  12.37361	  -0.13443
 249.78000	  12.38497	  -0.12220
 249.87300	  12.38111	  -0.12511
 249.96600	  12.38258	  -0.13856
 250.06400	  12.37197	  -0.13665
 250.15200	  12.37501	  -0.13552
 250.24800	  12.36766	  -0.13173
 250.34000	  12.36706	  -0.12604
 250.43200	  12.37481	  -0.12947
 250.52300	  12.36851	  -0.14443
 250.61600	  12.36956	  -0.11815
 250.70700	  12.37058	  -0.12798
 250.79800	  12.37267	  -0.12628
 250.88900	  12.36484	  -0.12569
 250.98000	  12.36191	  -0.13068
 251.07100	  12.36115	  -0.12958
 251.16100	  12.36755	  -0.12313
 251.25100	  12.36671	  -0.13523
 251.34100	  12.37511	  -0.12940
 251.43000	  12.36996	  -0.13367
 251.52000	  12.37667	  -0.12810
 251.60900	  12.37258	  -0.11922
 251.69800	  12.37040	  -0.12685
 251.78700	  12.37437	  -0.14035
 251.87700	  12.37347	  -0.13055
 251.96500	  12.37520	  -0.13038
 252.05400	  12.37363	  -0.13370
 252.14200	  12.37504	  -0.13291
 252.23000	  12.36390	  -0.12938
 252.31900	  12.36636	  -0.11916
 252.40600	  12.37672	  -0.12317
 252.49400	  12.37286	  -0.13041
 252.58100	  12.37075	  -0.13422
 252.66800	  12.37978	  -0.11883
 252.75500	  12.37298	  -0.12272
 252.84200	  12.36810	  -0.12308
 252.92800	  12.37121	  -0.12575
 253.01500	  12.37514	  -0.12203
 253.10000	  12.36750	  -0.12977
 253.18700	  12.37310	  -0.13991
 253.27300	  12.37768	  -0.13123
 253.35800	  12.38154	  -0.13479
 253.44300	  12.38004	  -0.13103
 253.52900	  12.36919	  -0.12543
 253.61300	  12.37064	  -0.13432
 253.69800	  12.37792	  -0.12982
 253.78300	  12.37177	  -0.13249
 253.86800	  12.37421	  -0.12600
 253.95200	  12.38468	  -0.13103
 254.03600	  12.37274	  -0.12694
 254.12100	  12.37625	  -0.13593
 254.20400	  12.37521	  -0.13064
 254.28800	  12.36622	  -0.12973
 254.37200	  12.37345	  -0.13513
 254.45600	  12.37170	  -0.13351
 254.54000	  12.37879	  -0.12041
 254.62200	  12.37527	  -0.11478
 254.70600	  12.37662	  -0.11462
 254.78900	  12.37345	  -0.12342
 254.87100	  12.37900	  -0.12975
 254.95400	  12.37870	  -0.12728
 255.03600	  12.37565	  -0.13229
 255.11800	  12.37649	  -0.12261
 255.20000	  12.36470	  -0.12008
 255.28200	  12.37809	  -0.12423
 255.36400	  12.37950	  -0.12064
 255.44600	  12.37535	  -0.12277
 255.52700	  12.38246	  -0.11970
 255.60900	  12.37956	  -0.13645
 255.69000	  12.37360	  -0.12934
 255.77100	  12.36417	  -0.12682
 255.85200	  12.36567	  -0.13482
 255.93200	  12.37257	  -0.12444
 256.01300	  12.37813	  -0.13073
 256.09300	  12.38149	  -0.13650
 256.17400	  12.37852	  -0.12805
 256.25500	  12.38900	  -0.12448
 256.33500	  12.37863	  -0.12042
 256.41500	  12.37546	  -0.11608
 256.49600	  12.37427	  -0.12213
 256.57600	  12.37747	  -0.11990
 256.65500	  12.37994	  -0.13458
 256.73500	  12.37627	  -0.11936
 256.81400	  12.37864	  -0.12902
 256.89400	  12.38187	  -0.12627
 256.97400	  12.37388	  -0.13309
 257.05300	  12.37266	  -0.13476
 257.13200	  12.38724	  -0.12848
 257.21100	  12.37405	  -0.12109
 257.29000	  12.38057	  -0.12803
 257.36900	  12.38152	  -0.12905
 257.44700	  12.38377	  -0.12575
 257.52500	  12.38665	  -0.12858
 257.60400	  12.37884	  -0.13090
 257.68200	  12.37978	  -0.13070
 257.76100	  12.37354	  -0.13822
 257.83900	  12.37973	  -0.13517
 257.91700	  12.38024	  -0.13345
 257.99500	  12.37691	  -0.12433
 258.07200	  12.38056	  -0.12111
 258.15000	  12.38535	  -0.13282
 258.22800	  12.38368	  -0.12591
 258.30500	  12.37083	  -0.12960
 258.38300	  12.37755	  -0.12127
 258.46100	  12.37864	  -0.12479
 258.53800	  12.37918	  -0.13808
 258.61500	  12.36421	  -0.13168
 258.69200	  12.37417	  -0.12710
 258.76900	  12.37487	  -0.13311
 258.84600	  12.37248	  -0.13125
 258.92300	  12.36590	  -0.13620
 258.99900	  12.37707	  -0.13077
 259.07600	  12.37960	  -0.12573
 259.15200	  12.38890	  -0.12462
 259.22800	  12.37467	  -0.12304
 259.30500	  12.38242	  -0.11937
 259.38100	  12.37257	  -0.12204
 259.45700	  12.38104	  -0.12808
 259.53400	  12.37789	  -0.11935
 259.61000	  12.37835	  -0.12253
 259.68500	  12.36749	  -0.12300
 259.76000	  12.36904	  -0.12986
 259.83600	  12.37373	  -0.13345
 259.91200	  12.36867	  -0.13235
 259.98800	  12.37979	  -0.14226
 260.06400	  12.38106	  -0.13909
 260.13900	  12.38034	  -0.12612
 260.21400	  12.37680	  -0.11837
 260.28900	  12.37888	  -0.12010
 260.36500	  12.38063	  -0.13104
 260.44000	  12.37655	  -0.12703
 260.51500	  12.37563	  -0.12373
 260.59000	  12.38884	  -0.12892
 260.66500	  12.38411	  -0.12245
 260.74000	  12.38384	  -0.13321
 260.81500	  12.37602	  -0.12658
 260.89000	  12.39066	  -0.12878
 260.96500	  12.37737	  -0.12929
 261.03900	  12.38512	  -0.12739
 261.11300	  12.38056	  -0.12655
 261.18800	  12.37759	  -0.12178
 261.26200	  12.38490	  -0.12183
 261.33600	  12.38286	  -0.13094
 261.41000	  12.38000	  -0.12504
 261.48400	  12.37891	  -0.12105
 261.55900	  12.37509	  -0.12720
 261.63300	  12.38470	  -0.13264
 261.70700	  12.39551	  -0.13538
 261.78100	  12.38323	  -0.13256
 261.85500	  12.38338	  -0.11916
 261.93000	  12.37812	  -0.12412
 262.00400	  12.37370	  -0.12786
 262.07800	  12.38734	  -0.12519
 262.15300	  12.37673	  -0.12264
 262.22700	  12.38394	  -0.12533
 262.30200	  12.38065	  -0.13176
 262.37700	  12.38512	  -0.13519
 262.45200	  12.39413	  -0.13129
 262.52700	  12.39028	  -0.12280
 262.60200	  12.39007	  -0.13613
 262.67700	  12.39314	  -0.14026
 262.75200	  12.38533	  -0.13413
 262.82700	  12.38067	  -0.12983
 262.90300	  12.38686	  -0.12940
 262.97800	  12.39462	  -0.12259
 263.05400	  12.39068	  -0.12159
 263.12900	  12.38952	  -0.12654
 263.20600	  12.39147	  -0.11996
 263.28200	  12.38244	  -0.12368
 263.35800	  12.38794	  -0.12519
 263.43400	  12.38023	  -0.12044
 263.51100	  12.38578	  -0.12676
 263.58800	  12.37329	  -0.12929
 263.66400	  12.38222	  -0.12061
 263.74100	  12.38565	  -0.12640
 263.81800	  12.39833	  -0.12061
 263.89500	  12.38271	  -0.12446
 263.97300	  12.38683	  -0.12285
 264.05000	  12.37505	  -0.12955
 264.12800	  12.38324	  -0.13010
 264.20600	  12.37971	  -0.11759
 264.28400	  12.37987	  -0.12145
 264.36200	  12.37462	  -0.12792
 264.44000	  12.38265	  -0.12103
 264.51800	  12.37847	  -0.12632
 264.59700	  12.38049	  -0.12911
 264.67500	  12.38375	  -0.12703
 264.75500	  12.38674	  -0.12278
 264.83400	  12.38689	  -0.12173
 264.91300	  12.38932	  -0.12549
 264.99300	  12.39082	  -0.13083
 265.07200	  12.37309	  -0.14022
 265.15200	  12.38495	  -0.13567
 265.23200	  12.38541	  -0.12102
 265.31200	  12.38196	  -0.11929
 265.39200	  12.38387	  -0.12118
 265.47300	  12.39078	  -0.12089
 265.55400	  12.38772	  -0.12282
 265.63400	  12.38518	  -0.12051
 265.71600	  12.38834	  -0.12505
 265.79700	  12.38307	  -0.11519
 265.87800	  12.39870	  -0.13688
 265.95900	  12.38044	  -0.12507
 266.04100	  12.38497	  -0.12974
 266.12300	  12.38442	  -0.12782
 266.20500	  12.38668	  -0.12059
 266.28700	  12.37791	  -0.12660
 266.36900	  12.38100	  -0.12501
 266.45200	  12.38492	  -0.12645
 266.53400	  12.38681	  -0.11889
 266.61700	  12.38799	  -0.11998
 266.70000	  12.37780	  -0.12148
 266.78300	  12.38329	  -0.12767
 266.86700	  12.39201	  -0.12968
 266.95000	  12.38851	  -0.12516
 267.03400	  12.38860	  -0.13295
 267.11700	  12.38423	  -0.12412
 267.20100	  12.38691	  -0.12316
 267.28500	  12.38314	  -0.12936
 267.36900	  12.38722	  -0.13042
 267.45400	  12.38926	  -0.13718
 267.53800	  12.38888	  -0.13030
 267.62300	  12.38979	  -0.13160
 267.70800	  12.38492	  -0.11806
 267.79300	  12.38240	  -0.11962
 267.87800	  12.37752	  -0.13216
 267.96400	  12.39033	  -0.13483
 268.04900	  12.39964	  -0.12404
 268.13400	  12.40264	  -0.13028
 268.22000	  12.39308	  -0.14109
 268.30600	  12.38614	  -0.13585
 268.39200	  12.39430	  -0.13471
 268.47800	  12.38405	  -0.12618
 268.56300	  12.40260	  -0.13050
 268.65000	  12.39376	  -0.12365
 268.73500	  12.39350	  -0.12643
 268.82200	  12.39252	  -0.12849
 268.90800	  12.38287	  -0.13044
 268.99500	  12.38614	  -0.13258
 269.08100	  12.38917	  -0.13170
 269.16800	  12.39411	  -0.13202
 269.25400	  12.39750	  -0.12555
 269.34100	  12.39426	  -0.13149
 269.42700	  12.39407	  -0.12890
 269.51400	  12.39756	  -0.12717
 269.60000	  12.38948	  -0.13084
 269.68700	  12.39381	  -0.13143
 269.77300	  12.39034	  -0.13203
 269.86000	  12.39218	  -0.13468
 269.94600	  12.39610	  -0.12745
 270.03200	  12.38607	  -0.12135
 270.11600	  12.39008	  -0.12511
